timestamp,open,high,low,close,volume
1704326400000,42845.23,42983.77,42754,42874.01,1619.84247
1704330000000,42874,42936.79,42613.77,42708.01,1337.96527
1704333600000,42708.01,43219.36,42690.02,43138.49,1256.1727
1704337200000,43138.5,43220.56,43002.15,43102.8,1274.15811
1704340800000,43102.79,43200,42955.5,43149.99,1080.01392
1704344400000,43149.99,43273.08,43072.7,43183.74,971.30246
1704348000000,43183.74,43232.95,43086.59,43155.46,989.98669
1704351600000,43155.46,43261.64,42756.97,42763.08,2402.09322
1704355200000,42763.08,42975.38,42699.83,42849.66,1650.32861
1704358800000,42849.67,43084.38,42849.66,43007.74,1411.97913
1704362400000,43007.73,43100,42616.28,43073.26,2250.33233
1704366000000,43073.26,43233.81,42927.33,43176.32,1433.76942
1704369600000,43176.33,43423.95,43097.06,43378.12,2238.88425
1704373200000,43378.11,43484.84,43167.27,43346.68,1658.84054
1704376800000,43346.67,43753.15,43250,43676.07,2649.8067
1704380400000,43676.07,44329.99,43608,44051.1,5051.47874
1704384000000,44051.1,44134.8,43777.86,43915.71,2764.45038
1704387600000,43915.7,44225.75,43827.69,43990.01,2510.89188
1704391200000,43990.01,44152.09,43881.31,44048.96,1520.18678
1704394800000,44048.95,44437.5,43910.01,43956.48,2603.99272
1704398400000,43956.48,44690,43890.9,44113.68,3043.38975
1704402000000,44113.68,44589.04,44113.67,44430.86,2538.90479
1704405600000,44430.86,44729.58,44150.64,44318,2470.81905
1704409200000,44318.01,44355.22,44050,44151.1,1308.47343
1704412800000,44151.1,44248.47,43950.84,44211.1,1764.77429
1704416400000,44211.1,44284,42450,43376,5302.04832
1704420000000,43376,43972.86,43302,43506,3111.00846
1704423600000,43506.01,43770,43409.79,43465.21,1543.67157
1704427200000,43465.21,43629.99,43187.89,43589.88,1790.05634
1704430800000,43589.87,43723.13,43507.48,43644.15,947.34888
1704434400000,43644.16,43926,43578.08,43844.82,1112.36781
1704438000000,43845.08,43926,43715.93,43777.47,1099.83728
1704441600000,43777.48,43947.99,43771.1,43911.44,989.5563
1704445200000,43911.44,44324.8,43911.44,44147.21,2628.68996
1704448800000,44147.22,44157.03,43433,43628.18,1876.88721
1704452400000,43628.19,43916.8,43605.36,43771.34,1560.50376
1704456000000,43771.34,44110.07,43616,43882.52,1865.99113
1704459600000,43882.52,44096.49,43721.06,43986.01,1994.26258
1704463200000,43986.01,44062.36,43100,43486.04,3583.28008
1704466800000,43488.21,43801.1,43355.54,43500.01,2600.74661
1704470400000,43500.01,43592.64,43220,43225.99,2401.19219
1704474000000,43225.99,43627.57,43100.46,43609.53,2540.97502
1704477600000,43609.52,43690.12,43418,43610.07,1274.08655
1704481200000,43610.08,43808.07,43520.15,43600,1243.82237
1704484800000,43600,44357.46,43599.99,43955.07,2500.69771
1704488400000,43955.07,43971.1,43580.51,43946.26,1609.24913
1704492000000,43946.26,44048.64,43764.42,43967.44,1024.55085
1704495600000,43967.44,44318.61,43967.44,44145.11,1709.64887
1704499200000,44145.12,44214.42,43975,44068.8,879.60338
1704502800000,44068.79,44094.4,43906.19,43970.64,857.49986
1704506400000,43970.65,44009.24,43823.06,43909.31,718.07637
1704510000000,43909.31,44018.57,43812.5,43931.1,668.28232
1704513600000,43931.1,43971.1,43832,43850,422.35739
1704517200000,43850.01,43871.1,43588,43698.72,1174.66016
1704520800000,43698.72,43700.34,43425,43454.7,1659.55792
1704524400000,43454.7,43668.02,43397.05,43653.2,986.22209
1704528000000,43653.2,43744.37,43551.28,43692.33,813.66676
1704531600000,43692.33,43756,43636.7,43651.9,562.07964
1704535200000,43651.9,43771.1,43584,43694.48,677.68295
1704538800000,43694.47,43705.23,43616.02,43671.96,396.12062
1704542400000,43671.97,43750,43527.27,43607.96,531.76575
1704546000000,43607.95,43740.27,43542,43704.07,473.0935
1704549600000,43704.08,43920.08,43703.41,43828.21,998.40603
1704553200000,43828.2,43898,43791.1,43867.17,606.8731
1704556800000,43867.17,43978.78,43828.5,43872.34,762.52286
1704560400000,43872.35,44000,43842.97,43963.72,618.69382
1704564000000,43963.73,44148.58,43884.04,43995.89,883.24997
1704567600000,43995.89,44017.46,43830.88,43906.36,706.77767
1704571200000,43906.35,43961.33,43611.19,43826.44,727.31918
1704574800000,43826.45,43935.21,43723.76,43889.43,583.21345
1704578400000,43889.43,43928,43740,43878.61,480.5904
1704582000000,43878.62,43980,43732.5,43968.32,646.74625
1704585600000,43968.32,44259.29,43915.56,44119.11,1359.49776
1704589200000,44119.11,44160,43963.89,43967.72,668.136
1704592800000,43967.71,44089.1,43833.4,43930.28,741.95675
1704596400000,43930.28,44034.92,43904.18,43940.41,627.84726
1704600000000,43940.41,44035.9,43885.24,44000,545.34387
1704603600000,44000.01,44067.84,43843.52,43885.47,519.68969
1704607200000,43885.48,44088.01,43858,44022,705.67701
1704610800000,44021.99,44100,43991.1,44080,576.4073
1704614400000,44080,44167.81,44000,44017.99,866.45352
1704618000000,44018,44065,43880.65,43938.9,745.22164
1704621600000,43938.9,43996,43906.91,43960,673.28346
1704625200000,43960,44118.19,43959.1,44061.1,738.77639
1704628800000,44061.1,44139.43,43969.62,44088.63,637.81941
1704632400000,44088.63,44449.98,44082.66,44409.31,2234.29499
1704636000000,44409.31,44480.59,44277.12,44402,1427.92526
1704639600000,44402,44431.1,43945.15,44047.57,1672.94945
1704643200000,44047.57,44185,43857.14,43922,1260.33931
1704646800000,43922,44110.15,43700,44064.84,1223.59528
1704650400000,44064.83,44176.04,44035.25,44106.11,546.77236
1704654000000,44106.11,44262.53,44041.27,44244.77,560.18451
1704657600000,44244.77,44269.92,44120,44120.01,527.84094
1704661200000,44120.01,44249,44110.45,44231.53,551.38125
1704664800000,44231.53,44231.54,43778.13,43862.85,1399.67049
1704668400000,43862.85,44024.99,43572.09,43929.02,2212.7869
1704672000000,43929.01,43986,43625.18,43632,1712.48374
1704675600000,43632,43809.18,43610.25,43713.06,1111.57206
1704679200000,43713.07,43800.07,43175,43371.09,2425.01013
1704682800000,43371.09,43568.85,43225,43518.2,2122.92505
1704686400000,43518.2,43610.68,43430.79,43599.26,1115.01613
1704690000000,43599.26,43650,43475,43641.74,1134.27526
1704693600000,43641.74,44341.8,43584.87,43912.87,3381.02051
1704697200000,43912.88,44074.99,43784.86,43974.55,1527.12031
1704700800000,43974.55,44069.41,43851.1,43868.53,829.24271
1704704400000,43868.53,43920.14,43641.73,43720.46,1124.68124
1704708000000,43720.45,44128.19,43689.26,44088.85,1256.15965
1704711600000,44088.86,44688,43950,44635.99,3426.18407
1704715200000,44636,45200,44350,45111.09,7517.5607
1704718800000,45111.1,45179.14,44807.56,44911.58,3323.31376
1704722400000,44911.58,45090,44724.37,44783.91,2288.27888
1704726000000,44783.9,45333,44667.22,44963.04,4083.38544
1704729600000,44963.04,45171.42,44793.97,44940.3,2531.38293
1704733200000,44940.31,45668.88,44903.86,45648,4294.58934
1704736800000,45648.01,46995,45648,46970.01,10702.46628
1704740400000,46970.02,47248.99,46540.01,46979.35,6934.53877
1704744000000,46979.36,47143.15,46709.92,46774.01,3446.6373
1704747600000,46774.01,47207.16,46653.84,47071.41,2789.04666
1704751200000,47071.41,47120,46799.18,46999.99,1797.3167
1704754800000,47000,47100,46833.88,46951.04,1940.36827
1704758400000,46951.04,47150,46230,46668.88,4454.55224
1704762000000,46668.87,46786.83,46288,46556.62,2579.21111
1704765600000,46556.62,46785.22,46483.83,46779.81,1420.86767
1704769200000,46779.82,46974.42,46750.92,46926.96,1647.49829
1704772800000,46926.96,46940,46670.91,46803.54,1286.08627
1704776400000,46803.54,46858,46599.43,46714.67,1293.90068
1704780000000,46714.66,46838.4,46665.84,46788.01,911.5216
1704783600000,46788.02,46931.7,46735.18,46825.51,1215.90126
1704787200000,46825.52,46874.94,46510,46544.65,1331.10707
1704790800000,46544.65,46694.61,46407.9,46491.99,1571.60244
1704794400000,46491.99,46680,46381.1,46441.89,1685.90791
1704798000000,46441.88,46644,46426.2,46615.99,1430.21749
1704801600000,46616,47000,45450,46166.35,4416.37703
1704805200000,46166.36,47051.21,46055.51,46834,5041.75722
1704808800000,46834.01,47007.83,46498.93,46561.1,2999.84714
1704812400000,46561.11,47010,46429.31,46868.09,3353.84219
1704816000000,46868.08,46975,46719.69,46902.88,1950.39781
1704819600000,46902.89,46919.99,46632.01,46715.99,1744.55384
1704823200000,46716,46731.1,46500,46640.5,2182.23673
1704826800000,46640.5,46890,46573.92,46876.01,1433.29461
1704830400000,46876,46930.74,46591.6,46642.54,1427.66813
1704834000000,46642.53,47972,44748.67,45439.44,17027.62509
1704837600000,45439.44,46261.09,45295.19,46254,4757.30303
1704841200000,46254,46254.01,45924,46110,2764.38932
1704844800000,46110,46249.14,45788.85,45856.42,2839.97544
1704848400000,45856.41,45960,45622,45929.3,2013.31088
1704852000000,45929.3,46082.87,45882.41,45971.09,1108.50161
1704855600000,45971.1,46211.95,45922.86,46117.1,1002.73836
1704859200000,46117.1,46186,45944.82,45960.98,1131.61113
1704862800000,45960.97,46027.08,45890.58,45975.99,1082.47607
1704866400000,45975.99,46065.85,45875.28,46006,847.24073
1704870000000,46006,46023.4,45734.56,45757.98,1379.97341
1704873600000,45757.98,45861.1,45320.53,45329.94,2517.14697
1704877200000,45329.94,45700,45321.99,45661.42,2388.37211
1704880800000,45661.43,45731.1,45532,45532,1101.89012
1704884400000,45532.01,45659.42,45000,45515.89,2363.70366
1704888000000,45515.88,45662.01,44363.93,44670.53,5540.87031
1704891600000,44670.54,45393.99,44300.36,45118.01,4518.06082
1704895200000,45118,45404.89,44820.35,44884,3293.59955
1704898800000,44884.01,45630.7,44800,45546.4,4166.8193
1704902400000,45546.39,45708.31,45173.97,45311.1,3383.80525
1704906000000,45311.09,46449,45227.01,46401.89,5565.30304
1704909600000,46401.88,46633.86,45840,46527.33,4249.44238
1704913200000,46527.32,46666,46043.69,46489.18,4609.96145
1704916800000,46489.19,46504.92,44800,46127,10674.42987
1704920400000,46127,46301.04,45080,45946,8142.82709
1704924000000,45946,46948.98,45760.45,46902.69,6635.62295
1704927600000,46902.69,47695.93,46381.86,46653.99,9353.72953
1704931200000,46654,46721.37,46296.46,46670.01,2859.39936
1704934800000,46670.01,46750,46468.33,46506.94,1772.5933
1704938400000,46506.93,46622.39,46500,46559,1242.76928
1704942000000,46559,46590.81,46200,46502.16,2090.15306
1704945600000,46502.17,46507.08,46304.96,46400.01,1666.06111
1704949200000,46400.01,46417.33,45896.23,46070,2132.23648
1704952800000,46070,46091.53,45618.1,45907.3,2234.87531
1704956400000,45907.29,46166.99,45881.1,46101.4,1518.70045
1704960000000,46101.4,46318.1,46052,46277,1468.58251
1704963600000,46277,46354,46211.94,46220.12,1341.13559
1704967200000,46220.12,46860,46210,46859.91,2559.25355
1704970800000,46859.9,47150,46705.97,47060,3169.51389
1704974400000,47059.99,47464.87,46941.1,47449.63,3177.46648
1704978000000,47449.64,47449.64,46762.86,47325.2,4404.70297
1704981600000,47325.21,48969.48,47215,48571.22,15868.93224
1704985200000,48571.21,48657.98,46463.19,46783.78,12867.70365
1704988800000,46783.77,47022.07,45788,46007.29,9918.42093
1704992400000,46007.29,46550,45606.06,46497.14,4932.85516
1704996000000,46497.14,46644.72,46259.09,46609.99,2426.83408
1704999600000,46610,46735.29,46283.14,46692.3,1894.15573
1705003200000,46692.29,46975,46120,46241.92,4521.03099
1705006800000,46241.91,46450,46120.03,46156.01,1507.69927
1705010400000,46156,46430.21,46084.69,46399.99,968.31728
1705014000000,46399.99,46491.93,46296.37,46339.16,926.93693
1705017600000,46339.16,46515.53,46012.8,46293.43,1773.38738
1705021200000,46293.42,46327.81,45898,46135.48,1400.91048
1705024800000,46135.48,46250,45996.01,46144.01,998.84335
1705028400000,46144.01,46184.57,45922.01,45994,1204.2988
1705032000000,45994.01,46110,45858,45956.34,1377.83064
1705035600000,45956.34,46209.98,45898,46194.01,1141.56622
1705039200000,46194.01,46366,46100.82,46100.85,1062.83821
1705042800000,46100.85,46144.45,45742.49,46008.19,2184.03364
1705046400000,46008.19,46008.19,45632,45860.01,1397.30176
1705050000000,45860,46076.34,45537.37,45925.92,2131.76464
1705053600000,45925.93,46133.33,45841.1,46063.62,1532.73873
1705057200000,46063.62,46267,45941.61,45954.35,1976.90053
1705060800000,45954.35,46109,45667.47,45866.56,1852.17109
1705064400000,45866.57,45944.12,45573.44,45779.02,2155.66091
1705068000000,45779.02,45904.66,45250.01,45442.02,5702.97549
1705071600000,45442.01,45459.28,44333.44,44462.01,9485.40906
1705075200000,44462,44675.88,43212,43624,12653.69131
1705078800000,43623.99,43836.88,43278,43803.99,6405.60756
1705082400000,43803.98,43925.23,43250,43472,4482.59182
1705086000000,43472,43720,43274.68,43472.55,2846.14963
1705089600000,43472.56,43981.1,43401.64,43653.38,4898.5452
1705093200000,43653.39,43861.1,43213.73,43449,3001.91979
1705096800000,43450.01,43458,41500,42510,10954.10629
1705100400000,42509.99,42958,42481.1,42782.73,3706.69454
1705104000000,42782.74,42997.29,42766.45,42801.76,2784.58772
1705107600000,42801.76,42891.09,42514.89,42673.83,3059.07599
1705111200000,42673.83,42853.75,42525.16,42530,2279.56144
1705114800000,42530,42682,42436.12,42609.94,1822.30914
1705118400000,42609.94,42850,42555.84,42840.01,1425.89376
1705122000000,42840.02,43138,42769.63,43101.09,1760.17482
1705125600000,43101.09,43185,42950.64,43149.99,1692.14955
1705129200000,43149.99,43254.03,43064.83,43102.97,1359.60409
1705132800000,43102.97,43254.96,43063.72,43170.01,1167.90273
1705136400000,43170.01,43193.46,42819.31,42923.21,1671.71121
1705140000000,42923.2,42923.21,42627.63,42700.12,2039.14575
1705143600000,42700.13,42801.09,42509.11,42624,2083.54075
1705147200000,42624.01,42753.56,42505,42684.88,1343.63876
1705150800000,42684.88,42791.1,42601.1,42739.14,1075.91091
1705154400000,42739.15,42961.1,42640.01,42856.92,1828.24882
1705158000000,42856.92,43257,42856.1,43154.48,1815.55776
1705161600000,43154.48,43185,42780.71,42895.41,1641.70519
1705165200000,42895.41,42988,42769.38,42898.33,1001.47905
1705168800000,42898.95,42904,42724.39,42806.01,738.81709
1705172400000,42806,42996.64,42782,42786.25,799.84192
1705176000000,42786.25,42923.03,42699.52,42870,872.06655
1705179600000,42870,42976.15,42818,42963.44,640.52376
1705183200000,42963.45,43040.01,42886,42990.65,613.97101
1705186800000,42990.65,42996.08,42800.3,42847.99,601.05687
1705190400000,42847.99,42890.23,42664,42687.36,927.44774
1705194000000,42687.36,42839.86,42676.88,42769.19,615.7996
1705197600000,42769.18,42829.33,42657.58,42779.06,520.14094
1705201200000,42779.07,42804.78,42643.98,42681.82,705.78485
1705204800000,42681.82,42698.99,42562.56,42580.01,691.38369
1705208400000,42580,42815.17,42576.26,42749.99,519.82513
1705212000000,42749.99,42999,42749.99,42998.99,864.88904
1705215600000,42999,43060,42891.12,43011.44,960.65538
1705219200000,43011.44,43030,42888,42996.25,569.7177
1705222800000,42996.26,43079,42818.34,43052.41,775.89013
1705226400000,43052.41,43066.56,42865.9,42889.04,668.92506
1705230000000,42889.04,42938.75,42759.34,42829.99,870.7438
1705233600000,42829.99,42847.2,42710,42758,992.57492
1705237200000,42757.99,42921.1,42735.75,42891.69,622.71029
1705240800000,42891.68,43005.25,42790,42811.99,1144.92876
1705244400000,42811.99,42967.97,42804.01,42904.38,875.65217
1705248000000,42904.39,42965,42856.72,42929.95,1007.12731
1705251600000,42929.94,43010.84,42877.77,42973.27,941.54492
1705255200000,42973.27,43003.99,42836,42900.01,687.2036
1705258800000,42900.01,42930.56,42632.59,42660,1388.49237
1705262400000,42660,42745.98,42183.68,42507.92,2883.67843
1705266000000,42507.91,42595.41,42000,42554.89,3242.00758
1705269600000,42554.89,42649,42073.87,42270.99,1609.15241
1705273200000,42271,42316,41720,41732.35,4142.13312
1705276800000,41732.35,42353.94,41718.05,42279.75,2433.52283
1705280400000,42279.76,42398.73,42176.28,42275.18,1404.6404
1705284000000,42275.17,42411.62,42194.12,42399.72,850.09544
1705287600000,42399.71,42640,42389.27,42565.99,1140.03904
1705291200000,42565.99,42634,42499.01,42591.77,1090.60435
1705294800000,42591.76,42824.68,42569.73,42739.85,1213.71533
1705298400000,42739.85,42797.06,42612,42651.1,985.96635
1705302000000,42651.09,42764,42513.14,42714.78,1093.23136
1705305600000,42714.78,42775,42641.1,42680.44,1082.69198
1705309200000,42680.43,42762.11,42585.86,42750.88,966.05532
1705312800000,42750.89,42761.1,42540,42565.26,916.19805
1705316400000,42565.25,42703.95,42542,42697.99,847.5779
1705320000000,42698,42715.99,42570,42663.79,1219.39859
1705323600000,42663.79,42958.03,42614.12,42852.54,1610.94481
1705327200000,42852.55,42868.53,42172.14,42199,3628.83988
1705330800000,42199.01,42473.99,42163.32,42278.99,2136.5516
1705334400000,42278.99,42549,42249,42522.61,1121.26001
1705338000000,42522.6,42779.78,42521.1,42696.58,1280.44041
1705341600000,42696.57,43400.43,42696.57,43015.82,7891.28853
1705345200000,43015.82,43133.8,42825.84,42992.67,2038.31756
1705348800000,42992.67,43114.45,42850,42960,1245.90158
1705352400000,42959.99,42960,42710,42716,920.68651
1705356000000,42716,42818.31,42342.18,42628,1850.23943
1705359600000,42628,42639.99,42474,42511.1,1301.68577
1705363200000,42511.1,42674,42466.88,42600,1007.25697
1705366800000,42600.01,42726.97,42555,42584.34,875.50468
1705370400000,42584.34,42732.45,42553.96,42710,967.07632
1705374000000,42710,42939.5,42702,42924.56,1175.44142
1705377600000,42924.57,42946.05,42755.33,42803.19,917.47192
1705381200000,42803.18,42931.33,42768,42773.82,814.04215
1705384800000,42773.82,42780,42646.89,42741.09,963.99198
1705388400000,42741.1,42791.14,42606.92,42791.13,952.74344
1705392000000,42791.14,43022,42720.06,43014.53,1421.99021
1705395600000,43014.53,43153.66,42896.41,42940.01,1762.34779
1705399200000,42940.01,42971.1,42851.45,42872,823.26434
1705402800000,42872.01,42945.54,42753.55,42900.54,841.64338
1705406400000,42900.55,43166,42857.32,43156.12,1134.71946
1705410000000,43156.11,43174.48,42700,42805.83,1752.96929
1705413600000,42805.83,42954,42050,42690,9514.26629
1705417200000,42690,43314.73,42543.01,43252.67,5566.03085
1705420800000,43252.45,43434,43011.1,43249.72,3535.61086
1705424400000,43249.72,43249.72,43031,43051.74,1495.67672
1705428000000,43051.74,43157.85,42834.29,43013,1537.50667
1705431600000,43013,43182.56,42949,43166.11,1155.16262
1705435200000,43166.1,43370.11,43060.69,43200.01,2329.86499
1705438800000,43200.01,43578.01,43185.01,43434.71,2305.15993
1705442400000,43434.71,43496.05,43202,43206,968.43985
1705446000000,43206,43286,43112,43137.95,1227.56376
1705449600000,43137.94,43175.99,43050.01,43092,938.65364
1705453200000,43092,43198,42960.64,42970,868.4347
1705456800000,42970.01,43061.1,42918.11,42997.25,1068.4692
1705460400000,42997.26,43025.71,42844.98,42849,836.395
1705464000000,42849,42921.1,42781.49,42854.01,791.3964
1705467600000,42854.01,42925.49,42765.41,42783.39,661.25196
1705471200000,42783.39,42876.34,42766,42806.05,802.28142
1705474800000,42806.05,42851.1,42619.6,42655.94,1357.30632
1705478400000,42655.95,42747.65,42564,42728.76,1188.18884
1705482000000,42728.76,42830,42674,42678.57,938.2664
1705485600000,42678.56,42850.55,42622.36,42850.04,1193.04037
1705489200000,42850.05,42850.55,42672.95,42680.16,1093.25163
1705492800000,42680.16,42788,42411,42782.43,2445.67123
1705496400000,42782.42,42782.43,42518,42609.84,1305.63482
1705500000000,42609.83,42926.02,42365.58,42576.01,3407.6999
1705503600000,42576.02,42768,42472.85,42482.79,2383.89587
1705507200000,42482.8,42564.13,42250.31,42360.28,2301.05574
1705510800000,42360.29,42470.32,42200.69,42371.1,1419.22346
1705514400000,42371.1,42612.48,42278.98,42612.45,1471.83973
1705518000000,42612.46,42745.99,42555.22,42611.11,1041.3737
1705521600000,42611.1,42876.48,42559.29,42722.9,2990.71477
1705525200000,42722.9,42822.96,42603.2,42676.13,1125.24713
1705528800000,42676.14,42729.06,42450,42722.14,767.12266
1705532400000,42722.13,42792.48,42619.73,42776.1,869.79899
1705536000000,42776.09,42784.4,42617.31,42660.79,877.07281
1705539600000,42660.79,42713.92,42502.19,42584.62,814.27639
1705543200000,42584.61,42721,42584.12,42653.82,563.69795
1705546800000,42653.81,42676.75,42550,42592.05,522.20522
1705550400000,42592.04,42689.95,42589,42665,550.151
1705554000000,42664.99,42784.99,42634,42772.87,797.44359
1705557600000,42772.86,42873.25,42759.13,42807.05,817.27204
1705561200000,42807.04,42922,42804,42915.33,1228.24675
1705564800000,42915.32,42930,42724,42742,870.48171
1705568400000,42742,42871.85,42709.61,42743.84,958.8749
1705572000000,42743.85,42779.27,42388,42447.66,1548.48202
1705575600000,42447.67,42551.1,42387.68,42544.59,1489.29762
1705579200000,42544.6,42547.39,42353.8,42433.44,1113.60163
1705582800000,42433.45,42657.16,42362,42508,1491.62445
1705586400000,42508.01,42742,42428.37,42738.7,1312.17402
1705590000000,42738.7,42810,42611.1,42619.32,1369.13154
1705593600000,42619.31,42619.32,41736.27,41948.99,4847.44805
1705597200000,41948.99,42178.39,41500,41816.71,4035.11879
1705600800000,41816.71,41916.07,41370,41508.95,3372.52432
1705604400000,41508.95,41601.52,40831.99,41022.32,5153.56414
1705608000000,41022.33,41315.8,40683.28,40835.6,4564.22596
1705611600000,40835.6,41266,40757.85,41124,2812.08735
1705615200000,41123.99,41366.99,41076.01,41354.67,1784.04241
1705618800000,41354.67,41361,41203.18,41327.5,1014.47175
1705622400000,41327.51,41370.99,41100,41290.5,1141.18505
1705626000000,41290.5,41333.46,41122.15,41270,1267.99894
1705629600000,41270.01,41303.89,41084.03,41119.44,1095.25472
1705633200000,41119.44,41147.58,40752.26,41055.87,2243.08236
1705636800000,41055.88,41225,41038.81,41098.53,893.56087
1705640400000,41098.53,41238.56,41062.72,41210.5,713.83193
1705644000000,41210.51,41522.41,41194.01,41474,1605.55925
1705647600000,41474.01,41576,41270.7,41284.25,2039.3522
1705651200000,41284.26,41385.59,41143.33,41289.99,1124.49065
1705654800000,41290,41464.34,41248.1,41398.37,1417.81427
1705658400000,41398.37,41489.73,41334,41486.06,928.98376
1705662000000,41486.05,41509.69,41368.9,41475.37,961.48242
1705665600000,41475.37,41488.2,41260.21,41337.31,1249.91312
1705669200000,41337.3,41429.86,41268.33,41393.08,1053.49049
1705672800000,41393.08,41455,40841.1,40969.31,3475.38975
1705676400000,40969.31,41156.38,40718,40894.71,3482.09452
1705680000000,40894.71,40953.59,40310,40395.01,4971.06182
1705683600000,40395,41250,40280,41239.57,4450.92747
1705687200000,41239.57,41979,41006.61,41808.08,4197.78344
1705690800000,41808.08,41929.65,41575.4,41814.27,2480.82816
1705694400000,41814.27,42196.86,41517.6,41620,4230.96342
1705698000000,41619.99,41791.7,41552.35,41633.83,1610.94515
1705701600000,41633.83,41735.61,41532.89,41687.1,890.03453
1705705200000,41687.1,41721.1,41613.67,41659.03,816.7173
1705708800000,41659.03,41679.52,41456.3,41482.29,1037.43812
1705712400000,41482.28,41700,41482.28,41655.42,792.03395
1705716000000,41655.42,41662.74,41538,41621.23,594.98282
1705719600000,41621.23,41649.61,41524,41634.65,561.75741
1705723200000,41634.64,41659.03,41578.63,41607.2,436.82811
1705726800000,41607.19,41646.46,41564.81,41627.63,453.58365
1705730400000,41627.62,41698.71,41615.92,41672.02,582.85375
